e,E,s,k
kline,1703897063090,BTCUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BTCUSDT', 'i': '1m', 'f': 4423098279, 'L': 4423098807, 'o': '42172.80', 'c': '42145.90', 'h': '42172.90', 'l': '42145.80', 'v': '31.933', 'n': 529, 'x': False, 'q': '1346134.18480', 'V': '5.139', 'Q': '216649.58390', 'B': '0'}"
kline,1703897063204,ETHUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'ETHUSDT', 'i': '1m', 'f': 3475189558, 'L': 3475190648, 'o': '2304.27', 'c': '2302.51', 'h': '2304.28', 'l': '2301.77', 'v': '1835.224', 'n': 1091, 'x': False, 'q': '4226962.37696', 'V': '281.346', 'Q': '647746.57952', 'B': '0'}"
kline,1703897063534,BTCUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BTCUSDT', 'i': '1m', 'f': 4423098279, 'L': 4423098808, 'o': '42172.80', 'c': '42145.80', 'h': '42172.90', 'l': '42145.80', 'v': '31.964', 'n': 530, 'x': False, 'q': '1347440.70460', 'V': '5.139', 'Q': '216649.58390', 'B': '0'}"
kline,1703897063633,ETHUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'ETHUSDT', 'i': '1m', 'f': 3475189558, 'L': 3475190675, 'o': '2304.27', 'c': '2302.67', 'h': '2304.28', 'l': '2301.77', 'v': '1886.310', 'n': 1118, 'x': False, 'q': '4344592.05940', 'V': '332.253', 'Q': '764964.08403', 'B': '0'}"
kline,1703897063842,BTCUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BTCUSDT', 'i': '1m', 'f': 4423098279, 'L': 4423098826, 'o': '42172.80', 'c': '42145.80', 'h': '42172.90', 'l': '42145.80', 'v': '32.632', 'n': 548, 'x': False, 'q': '1375594.13600', 'V': '5.509', 'Q': '232243.56690', 'B': '0'}"
kline,1703897064234,BNBUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BNBUSDT', 'i': '1m', 'f': 1124030194, 'L': 1124030333, 'o': '313.900', 'c': '313.630', 'h': '313.900', 'l': '313.620', 'v': '127.98', 'n': 140, 'x': False, 'q': '40153.65530', 'V': '9.68', 'Q': '3037.47980', 'B': '0'}"
kline,1703897064244,ETHUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'ETHUSDT', 'i': '1m', 'f': 3475189558, 'L': 3475190677, 'o': '2304.27', 'c': '2302.67', 'h': '2304.28', 'l': '2301.77', 'v': '1886.334', 'n': 1120, 'x': False, 'q': '4344647.32358', 'V': '332.263', 'Q': '764987.11083', 'B': '0'}"
kline,1703897064278,BTCUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BTCUSDT', 'i': '1m', 'f': 4423098279, 'L': 4423098829, 'o': '42172.80', 'c': '42145.90', 'h': '42172.90', 'l': '42145.80', 'v': '32.738', 'n': 551, 'x': False, 'q': '1380061.59830', 'V': '5.584', 'Q': '235404.50940', 'B': '0'}"
kline,1703897064588,ETHUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'ETHUSDT', 'i': '1m', 'f': 3475189558, 'L': 3475190683, 'o': '2304.27', 'c': '2302.67', 'h': '2304.28', 'l': '2301.77', 'v': '1886.679', 'n': 1126, 'x': False, 'q': '4345441.74733', 'V': '332.523', 'Q': '765585.80763', 'B': '0'}"
kline,1703897064742,BTCUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BTCUSDT', 'i': '1m', 'f': 4423098279, 'L': 4423098830, 'o': '42172.80', 'c': '42145.90', 'h': '42172.90', 'l': '42145.80', 'v': '32.750', 'n': 552, 'x': False, 'q': '1380567.34910', 'V': '5.596', 'Q': '235910.26020', 'B': '0'}"
kline,1703897065001,ETHUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'ETHUSDT', 'i': '1m', 'f': 3475189558, 'L': 3475190685, 'o': '2304.27', 'c': '2302.67', 'h': '2304.28', 'l': '2301.77', 'v': '1887.257', 'n': 1128, 'x': False, 'q': '4346772.69059', 'V': '332.523', 'Q': '765585.80763', 'B': '0'}"
kline,1703897065021,BTCUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BTCUSDT', 'i': '1m', 'f': 4423098279, 'L': 4423098831, 'o': '42172.80', 'c': '42145.90', 'h': '42172.90', 'l': '42145.80', 'v': '32.762', 'n': 553, 'x': False, 'q': '1381073.09990', 'V': '5.608', 'Q': '236416.01100', 'B': '0'}"
kline,1703897065029,BNBUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BNBUSDT', 'i': '1m', 'f': 1124030194, 'L': 1124030341, 'o': '313.900', 'c': '313.640', 'h': '313.900', 'l': '313.620', 'v': '132.07', 'n': 148, 'x': False, 'q': '41436.40660', 'V': '13.31', 'Q': '4175.95670', 'B': '0'}"
kline,1703897065608,BTCUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BTCUSDT', 'i': '1m', 'f': 4423098279, 'L': 4423098833, 'o': '42172.80', 'c': '42145.80', 'h': '42172.90', 'l': '42145.80', 'v': '33.047', 'n': 555, 'x': False, 'q': '1393084.65290', 'V': '5.608', 'Q': '236416.01100', 'B': '0'}"
kline,1703897065638,ETHUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'ETHUSDT', 'i': '1m', 'f': 3475189558, 'L': 3475190687, 'o': '2304.27', 'c': '2302.68', 'h': '2304.28', 'l': '2301.77', 'v': '1890.968', 'n': 1130, 'x': False, 'q': '4355317.93429', 'V': '336.056', 'Q': '773721.17607', 'B': '0'}"
kline,1703897065879,BTCUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BTCUSDT', 'i': '1m', 'f': 4423098279, 'L': 4423098834, 'o': '42172.80', 'c': '42145.80', 'h': '42172.90', 'l': '42145.80', 'v': '33.199', 'n': 556, 'x': False, 'q': '1399490.81450', 'V': '5.608', 'Q': '236416.01100', 'B': '0'}"
kline,1703897066208,BTCUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BTCUSDT', 'i': '1m', 'f': 4423098279, 'L': 4423098837, 'o': '42172.80', 'c': '42145.90', 'h': '42172.90', 'l': '42145.80', 'v': '33.214', 'n': 559, 'x': False, 'q': '1400123.00220', 'V': '5.615', 'Q': '236711.03230', 'B': '0'}"
kline,1703897066515,BTCUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BTCUSDT', 'i': '1m', 'f': 4423098279, 'L': 4423098838, 'o': '42172.80', 'c': '42145.80', 'h': '42172.90', 'l': '42145.80', 'v': '33.314', 'n': 560, 'x': False, 'q': '1404337.58220', 'V': '5.615', 'Q': '236711.03230', 'B': '0'}"
kline,1703897066857,BNBUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BNBUSDT', 'i': '1m', 'f': 1124030194, 'L': 1124030343, 'o': '313.900', 'c': '313.650', 'h': '313.900', 'l': '313.620', 'v': '133.95', 'n': 150, 'x': False, 'q': '42026.06570', 'V': '14.90', 'Q': '4674.66020', 'B': '0'}"
kline,1703897067008,BTCUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BTCUSDT', 'i': '1m', 'f': 4423098279, 'L': 4423098840, 'o': '42172.80', 'c': '42145.90', 'h': '42172.90', 'l': '42145.80', 'v': '33.327', 'n': 562, 'x': False, 'q': '1404885.47840', 'V': '5.623', 'Q': '237048.19950', 'B': '0'}"
kline,1703897067573,BNBUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BNBUSDT', 'i': '1m', 'f': 1124030194, 'L': 1124030354, 'o': '313.900', 'c': '313.660', 'h': '313.900', 'l': '313.620', 'v': '149.27', 'n': 161, 'x': False, 'q': '46831.32910', 'V': '29.12', 'Q': '9134.89760', 'B': '0'}"
kline,1703897067859,BTCUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BTCUSDT', 'i': '1m', 'f': 4423098279, 'L': 4423098841, 'o': '42172.80', 'c': '42145.90', 'h': '42172.90', 'l': '42145.80', 'v': '33.617', 'n': 563, 'x': False, 'q': '1417107.78940', 'V': '5.913', 'Q': '249270.51050', 'B': '0'}"
kline,1703897068424,ETHUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'ETHUSDT', 'i': '1m', 'f': 3475189558, 'L': 3475190688, 'o': '2304.27', 'c': '2302.67', 'h': '2304.28', 'l': '2301.77', 'v': '1890.978', 'n': 1131, 'x': False, 'q': '4355340.96099', 'V': '336.056', 'Q': '773721.17607', 'B': '0'}"
kline,1703897069023,BTCUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BTCUSDT', 'i': '1m', 'f': 4423098279, 'L': 4423098842, 'o': '42172.80', 'c': '42145.80', 'h': '42172.90', 'l': '42145.80', 'v': '33.667', 'n': 564, 'x': False, 'q': '1419215.07940', 'V': '5.913', 'Q': '249270.51050', 'B': '0'}"
kline,1703897069394,BTCUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BTCUSDT', 'i': '1m', 'f': 4423098279, 'L': 4423098843, 'o': '42172.80', 'c': '42145.80', 'h': '42172.90', 'l': '42145.80', 'v': '33.721', 'n': 565, 'x': False, 'q': '1421490.95260', 'V': '5.913', 'Q': '249270.51050', 'B': '0'}"
kline,1703897069967,BTCUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BTCUSDT', 'i': '1m', 'f': 4423098279, 'L': 4423098844, 'o': '42172.80', 'c': '42145.80', 'h': '42172.90', 'l': '42145.80', 'v': '33.725', 'n': 566, 'x': False, 'q': '1421659.53580', 'V': '5.913', 'Q': '249270.51050', 'B': '0'}"
kline,1703897070196,ETHUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'ETHUSDT', 'i': '1m', 'f': 3475189558, 'L': 3475190689, 'o': '2304.27', 'c': '2302.67', 'h': '2304.28', 'l': '2301.77', 'v': '1891.078', 'n': 1132, 'x': False, 'q': '4355571.22799', 'V': '336.056', 'Q': '773721.17607', 'B': '0'}"
kline,1703897070507,ETHUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'ETHUSDT', 'i': '1m', 'f': 3475189558, 'L': 3475190690, 'o': '2304.27', 'c': '2302.67', 'h': '2304.28', 'l': '2301.77', 'v': '1895.945', 'n': 1133, 'x': False, 'q': '4366778.32288', 'V': '336.056', 'Q': '773721.17607', 'B': '0'}"
kline,1703897071355,BNBUSDT,"{'t': 1703897040000, 'T': 1703897099999, 's': 'BNBUSDT', 'i': '1m', 'f': 1124030194, 'L': 1124030355, 'o': '313.900', 'c': '313.660', 'h': '313.900', 'l': '313.620', 'v': '154.17', 'n': 162, 'x': False, 'q': '48368.26310', 'V': '29.12', 'Q': '9134.89760', 'B': '0'}"
